# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_mc_mineshaft
# Exported by: Bestari
setting:	replacespawns 0
weapon_ttt_confgrenade	-254.339996 745.195984 256.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-229.421997 555.341003 173.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	1059.920044 948.479980 213.487000	0.000 90.000 0.000
weapon_ttt_confgrenade	1052.800049 945.659973 213.487000	0.000 90.000 0.000
weapon_ttt_confgrenade	528.578003 1154.000000 613.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-24.304001 268.000000 291.613007	0.000 0.000 0.000
item_ammo_revolver_ttt	394.000000 1712.000000 611.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	384.000000 1712.000000 611.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	384.000000 1698.000000 611.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	394.000000 1698.000000 611.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	394.000000 1684.000000 611.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	384.000000 1684.000000 611.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	-17.000000 222.000000 210.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	-17.000000 208.000000 210.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	501.000000 -179.000000 210.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	501.000000 -193.000000 210.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	-18.000000 788.000000 570.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	-18.000000 774.000000 570.276001	0.000 0.000 0.000
weapon_zm_shotgun	-576.000000 436.000000 533.489014	0.000 0.000 0.000
weapon_zm_shotgun	-576.000000 426.000000 533.489014	0.000 0.000 0.000
weapon_zm_shotgun	-576.000000 416.000000 533.489014	0.000 0.000 0.000
weapon_zm_shotgun	-534.000000 416.000000 533.489014	0.000 0.000 0.000
weapon_zm_shotgun	-534.000000 426.000000 533.489014	0.000 0.000 0.000
weapon_zm_shotgun	-534.000000 436.000000 533.489014	0.000 0.000 0.000
weapon_zm_shotgun	452.000000 620.000000 293.489014	0.000 0.000 0.000
weapon_zm_shotgun	452.000000 660.000000 293.489014	0.000 0.000 0.000
weapon_zm_shotgun	566.000000 700.000000 453.489014	0.000 90.000 0.000
weapon_zm_shotgun	-428.000000 500.000000 212.488998	0.000 0.000 0.000
weapon_zm_shotgun	255.000000 497.000000 92.488602	0.000 0.000 0.000
weapon_zm_shotgun	234.000000 648.000000 612.489014	0.000 0.000 0.000
weapon_zm_sledge	-488.000000 434.000000 534.857971	0.000 0.000 0.000
weapon_zm_sledge	-488.000000 426.000000 534.857971	0.000 0.000 0.000
weapon_zm_sledge	-488.000000 418.000000 534.857971	0.000 0.000 0.000
weapon_zm_revolver	-642.000000 436.000000 532.997986	0.000 0.000 0.000
weapon_zm_revolver	-642.000000 426.000000 532.997986	0.000 0.000 0.000
weapon_zm_revolver	-642.000000 416.000000 532.997986	0.000 0.000 0.000
weapon_zm_revolver	-618.000000 416.000000 532.997986	0.000 0.000 0.000
weapon_zm_revolver	-618.000000 426.000000 532.997986	0.000 0.000 0.000
weapon_zm_revolver	-618.000000 436.000000 532.997986	0.000 0.000 0.000
weapon_zm_revolver	-152.257004 -27.871599 212.998001	0.000 0.000 0.000
weapon_zm_revolver	356.000000 1696.000000 612.997986	0.000 0.000 0.000
weapon_ttt_glock	-11.000000 224.000000 212.932007	0.000 0.000 0.000
weapon_ttt_glock	507.000000 -179.000000 212.932007	0.000 0.000 0.000
weapon_ttt_glock	-12.000000 788.000000 572.932007	0.000 0.000 0.000
weapon_zm_pistol	-156.000000 788.000000 532.723022	0.000 0.000 0.000
weapon_zm_pistol	-58.837200 220.220993 132.723007	0.000 0.000 0.000
weapon_zm_pistol	-140.000000 788.000000 532.723022	0.000 0.000 0.000
weapon_zm_pistol	170.000000 426.803986 531.723022	0.000 0.000 0.000
weapon_zm_pistol	170.000000 420.803986 531.723022	0.000 0.000 0.000
weapon_zm_pistol	226.000000 952.000000 332.722992	0.000 0.000 0.000
weapon_zm_pistol	226.000000 948.000000 332.722992	0.000 0.000 0.000
weapon_zm_pistol	-262.000000 758.000000 254.235992	0.000 0.000 0.000
weapon_zm_pistol	-262.000000 752.000000 254.235992	0.000 0.000 0.000
weapon_zm_pistol	1040.000000 938.000000 211.723007	0.000 90.000 0.000
weapon_zm_pistol	1046.000000 938.000000 211.723007	0.000 90.000 0.000
