# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_lumbridge_a4
# Exported by: Bestari
setting:	replacespawns 0
item_ammo_pistol_ttt	1924.579956 -430.000000 142.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	1936.579956 -430.000000 142.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	1948.579956 -430.000000 142.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	1976.000000 -428.000000 96.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1964.000000 -428.000000 96.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1660.000000 -1482.000000 36.962898	0.000 0.000 0.000
item_ammo_pistol_ttt	1648.000000 -1482.000000 36.962898	0.000 0.000 0.000
item_ammo_pistol_ttt	1636.000000 -1482.000000 36.962898	0.000 0.000 0.000
item_ammo_pistol_ttt	384.000000 252.000000 -40.787201	0.000 15.000 0.000
item_ammo_pistol_ttt	362.000000 244.000000 -40.787201	0.000 85.000 0.000
item_ammo_pistol_ttt	354.000000 262.000000 -40.787201	0.000 64.500 0.000
item_ammo_pistol_ttt	362.000000 336.000000 -40.787201	0.000 93.000 0.000
item_ammo_pistol_ttt	377.618988 323.998993 -40.787201	0.000 113.500 0.000
item_ammo_pistol_ttt	-204.319000 94.000000 -75.037201	0.000 64.500 0.000
item_ammo_pistol_ttt	-174.319000 84.000000 -75.037201	0.000 15.000 0.000
item_ammo_pistol_ttt	-196.319000 76.000000 -75.037201	0.000 85.000 0.000
item_ammo_pistol_ttt	-538.000000 -1422.000000 100.962997	0.000 0.000 0.000
item_ammo_pistol_ttt	-526.000000 -1422.000000 100.962997	0.000 0.000 0.000
item_ammo_pistol_ttt	-514.000000 -1422.000000 100.962997	0.000 0.000 0.000
weapon_zm_molotov	2120.000000 -320.000000 136.000000	0.000 0.000 90.000
weapon_zm_molotov	2112.000000 -312.000000 136.000000	0.000 60.000 90.000
weapon_zm_molotov	2120.000000 -296.000000 136.000000	0.000 117.000 90.000
weapon_zm_molotov	2123.360107 -305.518005 136.000000	0.000 187.000 90.000
weapon_zm_molotov	2108.360107 -289.264008 136.000000	0.000 216.000 90.000
weapon_zm_molotov	2101.560059 -300.441986 136.000000	0.000 89.000 90.000
weapon_zm_molotov	2100.800049 -282.570007 136.000000	0.000 146.000 90.000
weapon_zm_molotov	2112.439941 -303.559998 136.000000	0.000 29.000 90.000
weapon_zm_molotov	1840.000000 552.229980 128.000000	0.000 0.000 0.000
weapon_zm_molotov	1464.000000 672.000000 112.734001	0.000 0.000 0.000
weapon_zm_molotov	1464.000000 664.000000 112.734001	0.000 0.000 0.000
weapon_zm_molotov	-716.000000 -440.000000 164.733994	0.000 270.000 90.000
weapon_zm_molotov	-986.536011 -344.757996 150.735001	0.000 210.000 90.000
weapon_zm_molotov	-964.000000 -340.000000 150.735001	0.000 285.000 90.000
weapon_zm_molotov	-1196.750000 -868.000000 104.000000	0.000 270.000 90.000
weapon_zm_molotov	-347.950012 536.304016 150.985001	0.000 270.000 90.000
weapon_zm_molotov	-379.700012 532.328979 150.985001	0.000 315.000 90.000
weapon_zm_molotov	140.000000 880.000000 180.735001	0.000 315.000 90.000
weapon_zm_molotov	-22.665001 654.070984 256.734985	0.000 240.000 90.000
weapon_zm_molotov	-99.243797 636.749023 256.734985	0.000 247.500 90.000
weapon_zm_molotov	-109.504997 408.571014 308.984985	0.000 240.000 90.000
weapon_zm_molotov	-100.000000 764.000000 424.984985	0.000 247.500 90.000
weapon_zm_molotov	-108.000000 764.000000 424.984985	0.000 172.500 90.000
weapon_zm_molotov	1525.800049 -1292.250000 36.734600	0.000 187.000 90.000
weapon_zm_molotov	1504.000000 -1287.180054 36.734600	0.000 89.000 90.000
weapon_zm_molotov	1510.790039 -1276.000000 36.734600	0.000 216.000 90.000
weapon_zm_molotov	1522.439941 -1306.739990 36.734600	0.000 0.000 90.000
weapon_ttt_confgrenade	1544.000000 595.888977 243.487000	0.000 143.000 90.000
weapon_ttt_confgrenade	1554.310059 584.000000 243.487000	0.000 26.000 90.000
weapon_ttt_confgrenade	1369.689941 547.888977 95.987099	0.000 143.000 90.000
weapon_ttt_confgrenade	1380.000000 536.000000 95.987099	0.000 26.000 90.000
weapon_ttt_confgrenade	1865.760010 -79.322098 152.000000	0.000 103.500 90.000
weapon_ttt_confgrenade	1866.150024 -95.050903 152.000000	0.000 346.500 90.000
weapon_ttt_confgrenade	1028.000000 -416.000000 95.487099	0.000 143.000 90.000
weapon_ttt_confgrenade	-275.889008 717.695007 149.737000	0.000 233.000 90.000
weapon_ttt_confgrenade	-264.000000 728.000000 149.737000	0.000 116.000 90.000
weapon_ttt_confgrenade	-100.347000 587.614990 423.487000	0.000 188.000 90.000
weapon_ttt_confgrenade	-84.653099 586.494995 423.487000	0.000 71.000 90.000
weapon_ttt_confgrenade	-829.859009 -423.056000 111.487000	0.000 263.000 90.000
weapon_ttt_confgrenade	-824.716003 -408.187012 111.487000	0.000 146.000 90.000
weapon_ttt_confgrenade	-1516.000000 -1624.000000 89.737099	0.000 233.000 90.000
weapon_ttt_confgrenade	-1504.109985 -1613.689941 89.737099	0.000 116.000 90.000
weapon_ttt_confgrenade	-812.000000 -1044.000000 140.919998	0.000 116.000 90.000
weapon_ttt_confgrenade	-796.000000 -1290.920044 132.850998	0.000 233.000 90.000
weapon_ttt_confgrenade	491.694000 7.933030 90.919403	0.000 52.000 90.000
weapon_ttt_confgrenade	479.627014 -2.163090 90.919403	0.000 295.000 90.000
weapon_ttt_confgrenade	492.877014 21.332399 90.919403	0.000 151.000 90.000
weapon_ttt_confgrenade	479.876007 22.766001 90.919403	0.000 24.000 90.000
weapon_ttt_confgrenade	417.209015 -0.555576 90.919403	0.000 204.000 90.000
weapon_ttt_confgrenade	404.208008 0.878006 90.919403	0.000 331.000 90.000
weapon_ttt_confgrenade	405.390991 14.277400 90.919403	0.000 232.000 90.000
weapon_ttt_confgrenade	417.458008 24.373501 90.919403	0.000 115.000 90.000
item_ammo_revolver_ttt	-752.000000 -376.000000 100.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-752.000000 -360.000000 100.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-752.000000 -344.000000 100.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-1242.260010 -570.898010 104.276001	0.000 195.000 0.000
item_ammo_revolver_ttt	-1257.719971 -575.039001 104.276001	0.000 195.000 0.000
item_ammo_revolver_ttt	-1273.170044 -579.179993 104.276001	0.000 195.000 0.000
item_ammo_revolver_ttt	-128.893005 879.333984 148.294006	0.000 165.000 0.000
item_ammo_revolver_ttt	-123.696999 893.508972 148.294006	0.000 72.000 0.000
item_ammo_revolver_ttt	-144.283005 893.942017 148.294006	0.000 111.500 0.000
item_ammo_revolver_ttt	1248.000000 -568.000000 88.087898	0.000 289.000 0.000
item_ammo_revolver_ttt	1252.109985 -580.234985 88.087898	0.000 163.000 0.000
item_ammo_revolver_ttt	1253.469971 -595.244995 88.087898	0.000 209.000 0.000
item_ammo_revolver_ttt	-580.882019 -648.000000 92.275803	0.000 4.000 0.000
item_ammo_revolver_ttt	-568.000000 -647.195007 92.275803	0.000 238.000 0.000
item_ammo_revolver_ttt	-592.000000 -624.000000 92.275803	0.000 140.500 0.000
item_ammo_revolver_ttt	-592.885986 -639.437012 64.275803	0.000 293.500 0.000
item_ammo_revolver_ttt	-573.973999 -620.945007 64.275803	0.000 70.000 0.000
item_ammo_revolver_ttt	-25.598101 662.192017 252.276001	0.000 140.500 0.000
item_ammo_revolver_ttt	-13.000000 660.000000 252.276001	0.000 190.000 0.000
item_ammo_revolver_ttt	-15.925500 644.114014 252.276001	0.000 196.000 0.000
item_ammo_revolver_ttt	1382.910034 496.618988 100.276001	0.000 240.500 0.000
item_ammo_revolver_ttt	1376.469971 485.433990 100.276001	0.000 114.500 0.000
item_ammo_revolver_ttt	1366.130005 474.468994 100.276001	0.000 160.500 0.000
item_ammo_revolver_ttt	1551.239990 613.469971 240.276001	0.000 199.000 0.000
item_ammo_revolver_ttt	1539.010010 609.359985 240.276001	0.000 73.000 0.000
item_ammo_revolver_ttt	1524.000000 608.000000 240.276001	0.000 119.000 0.000
item_ammo_revolver_ttt	1795.930054 470.031006 200.276001	0.000 307.000 0.000
item_ammo_revolver_ttt	1781.260010 466.595001 200.276001	0.000 261.000 0.000
item_ammo_revolver_ttt	1769.709961 460.821991 200.276001	0.000 27.000 0.000
item_ammo_revolver_ttt	1837.709961 603.926025 148.434998	0.000 331.000 0.000
item_ammo_revolver_ttt	1839.189941 591.104004 148.434998	0.000 97.000 0.000
item_ammo_revolver_ttt	1837.359985 646.025024 158.526001	0.000 17.000 0.000
item_ammo_revolver_ttt	-80.000000 504.000000 190.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-80.000000 520.000000 190.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-80.000000 536.000000 190.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	312.000000 560.000000 16.275801	0.000 180.000 0.000
item_ammo_revolver_ttt	328.000000 560.000000 16.275801	0.000 180.000 0.000
item_ammo_revolver_ttt	344.000000 560.000000 16.275801	0.000 180.000 0.000
item_ammo_revolver_ttt	-138.787994 738.411987 420.959991	0.000 171.500 0.000
item_ammo_revolver_ttt	-118.441002 744.435974 420.959991	0.000 225.000 0.000
item_ammo_revolver_ttt	-128.119003 756.023987 420.959991	0.000 132.000 0.000
item_ammo_revolver_ttt	188.412994 744.442017 384.276001	0.000 135.000 0.000
item_ammo_revolver_ttt	182.388000 764.788025 384.276001	0.000 81.500 0.000
item_ammo_revolver_ttt	200.000000 754.119995 384.276001	0.000 42.000 0.000
item_ammo_revolver_ttt	-941.469971 -512.755005 242.276001	0.000 289.000 0.000
item_ammo_revolver_ttt	-937.359985 -524.989990 242.276001	0.000 163.000 0.000
item_ammo_revolver_ttt	-936.000000 -540.000000 242.276001	0.000 209.000 0.000
item_ammo_revolver_ttt	1576.000000 -1528.000000 41.038502	0.000 0.000 0.000
item_ammo_revolver_ttt	1588.000000 -1522.000000 41.038502	0.000 332.500 0.000
item_ammo_revolver_ttt	1580.000000 -1544.000000 41.038502	0.000 126.000 0.000
item_ammo_revolver_ttt	-372.082001 490.000000 146.526001	0.000 231.500 0.000
item_ammo_revolver_ttt	-382.000000 508.045013 146.526001	0.000 192.000 0.000
item_ammo_revolver_ttt	-367.126007 510.631989 146.526001	0.000 285.000 0.000
item_ammo_revolver_ttt	79.842598 654.973999 152.000000	0.000 215.500 0.000
item_ammo_revolver_ttt	72.210503 668.000000 152.000000	0.000 122.500 0.000
item_ammo_revolver_ttt	62.781601 648.791016 152.000000	0.000 162.000 0.000
item_ammo_revolver_ttt	-28.740999 898.632019 324.276001	0.000 285.000 0.000
item_ammo_revolver_ttt	-43.615002 896.044983 324.276001	0.000 192.000 0.000
item_ammo_revolver_ttt	4.000000 896.000000 324.276001	0.000 231.500 0.000
item_ammo_revolver_ttt	16.000000 890.000000 324.276001	0.000 318.000 0.000
item_ammo_revolver_ttt	36.000000 886.000000 324.276001	0.000 78.000 0.000
item_ammo_revolver_ttt	-1136.000000 -624.000000 160.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-1136.000000 -640.000000 160.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	-1136.000000 -656.000000 160.276001	0.000 90.000 0.000
item_ammo_revolver_ttt	212.000000 360.000000 -45.474201	0.000 180.000 0.000
item_ammo_revolver_ttt	238.000000 369.677002 -54.000000	0.000 130.500 0.000
item_ammo_revolver_ttt	200.000000 386.000000 -45.474201	0.000 253.000 0.000
item_ammo_revolver_ttt	-184.000000 576.000000 -79.724197	0.000 0.000 0.000
item_ammo_revolver_ttt	-200.000000 576.000000 -79.724197	0.000 0.000 0.000
item_ammo_revolver_ttt	-216.000000 576.000000 -79.724197	0.000 0.000 0.000
item_ammo_revolver_ttt	-350.000000 -1324.000000 96.275803	0.000 333.000 0.000
item_ammo_revolver_ttt	-348.000000 -1346.000000 96.275803	0.000 265.500 0.000
item_ammo_revolver_ttt	-350.000000 -1370.000000 96.275803	0.000 185.000 0.000
item_ammo_revolver_ttt	-322.000000 -1300.920044 96.275803	0.000 16.500 0.000
item_ammo_revolver_ttt	-319.174988 -1324.839966 96.275803	0.000 97.000 0.000
item_ammo_revolver_ttt	-312.829010 -1346.000000 96.275803	0.000 164.500 0.000
item_ammo_revolver_ttt	-124.035004 419.601990 304.526001	0.000 35.500 0.000
item_ammo_revolver_ttt	-144.000000 414.937012 304.526001	0.000 91.000 0.000
item_ammo_revolver_ttt	-129.412994 408.000000 304.526001	0.000 85.000 0.000
weapon_zm_shotgun	-872.000000 -400.000000 113.042999	0.000 0.000 90.000
weapon_zm_shotgun	-351.453003 582.273010 149.334000	0.000 285.000 90.000
weapon_zm_shotgun	-345.912994 459.401001 251.334000	0.000 315.000 90.000
weapon_zm_shotgun	1441.989990 -1277.880005 35.333900	0.000 45.000 90.000
weapon_zm_shotgun	340.000000 616.000000 251.334000	0.000 90.000 90.000
weapon_zm_shotgun	1592.000000 640.000000 110.488998	0.000 0.000 90.000
weapon_zm_shotgun	1592.000000 656.000000 110.488998	0.000 0.000 90.000
weapon_zm_shotgun	1592.000000 672.000000 110.488998	0.000 0.000 90.000
weapon_zm_shotgun	264.964996 703.174988 5.333860	0.000 83.500 90.000
weapon_zm_shotgun	-268.000000 690.484009 115.334000	0.000 75.000 90.000
weapon_zm_shotgun	247.214996 216.000000 -40.166100	0.000 330.000 90.000
weapon_zm_shotgun	-1509.390015 -1581.670044 89.583900	0.000 270.000 90.000
weapon_zm_shotgun	2184.000000 -140.000000 204.000000	0.000 90.000 0.000
weapon_zm_shotgun	2184.000000 -140.000000 192.000000	0.000 90.000 0.000
weapon_zm_shotgun	1982.000000 -438.000000 192.000000	0.000 0.000 0.000
weapon_zm_shotgun	1982.000000 -438.000000 204.000000	0.000 0.000 0.000
weapon_zm_shotgun	-432.000000 -1116.000000 99.333900	0.000 283.500 90.000
weapon_zm_sledge	1028.349976 -399.752991 96.000000	15.000 330.000 0.000
weapon_zm_sledge	1480.000000 640.000000 111.858002	0.000 90.000 0.000
weapon_zm_sledge	1504.000000 640.000000 111.858002	0.000 90.000 0.000
weapon_zm_sledge	-240.000000 636.000000 150.108002	0.000 150.000 0.000
weapon_zm_sledge	-350.000000 702.000000 251.858002	0.000 348.000 0.000
weapon_zm_sledge	1872.000000 -55.384800 146.000000	0.000 30.000 0.000
weapon_zm_sledge	1454.000000 -1466.000000 71.855797	0.000 315.000 0.000
weapon_zm_sledge	192.000000 430.000000 -41.892200	0.000 52.500 0.000
weapon_zm_sledge	-804.000000 -1214.000000 130.000000	0.000 270.000 0.000
weapon_zm_revolver	1248.910034 -535.169006 95.315804	0.000 330.000 90.000
weapon_zm_revolver	-776.000000 -360.000000 103.316002	0.000 90.000 90.000
weapon_zm_revolver	-1243.359985 -579.612000 107.316002	0.000 243.000 90.000
weapon_zm_revolver	-137.192993 867.104004 151.334000	0.000 165.000 90.000
weapon_zm_revolver	-43.090000 412.830994 279.316010	0.000 330.000 90.000
weapon_zm_revolver	-29.090000 645.830994 253.998001	0.000 330.000 90.000
weapon_zm_revolver	-600.000000 -640.000000 99.503700	0.000 45.000 90.000
weapon_zm_revolver	-576.890991 -632.346008 99.503700	0.000 89.500 90.000
weapon_zm_revolver	1355.439941 504.000000 107.503998	0.000 330.000 90.000
weapon_zm_revolver	1533.770020 597.552979 247.503998	0.000 240.000 90.000
weapon_zm_revolver	1784.800049 479.015991 207.503998	0.000 68.000 90.000
weapon_zm_revolver	1832.000000 580.000000 148.000000	0.000 2.500 90.000
weapon_zm_revolver	-84.000000 552.000000 193.315994	0.000 75.000 90.000
weapon_zm_revolver	296.000000 556.000000 19.315800	0.000 165.000 90.000
weapon_zm_revolver	-112.000000 731.132996 424.000000	0.000 225.000 90.000
weapon_zm_revolver	190.000000 726.000000 387.316010	0.000 75.000 90.000
weapon_zm_revolver	-925.552979 -530.231018 249.503998	0.000 330.000 90.000
weapon_zm_revolver	1586.000000 -1516.000000 44.078499	0.000 195.000 90.000
weapon_zm_revolver	-352.385010 509.558990 149.565994	0.000 285.000 90.000
weapon_zm_revolver	84.000000 642.000000 154.000000	0.000 215.500 90.000
weapon_zm_revolver	-14.000000 897.559021 327.316010	0.000 285.000 90.000
weapon_zm_revolver	40.000000 896.000000 327.316010	0.000 178.000 90.000
weapon_zm_revolver	-1142.119995 -617.117981 161.998001	0.000 57.500 90.000
weapon_zm_revolver	196.000000 356.000000 -42.434200	0.000 165.000 90.000
weapon_zm_revolver	-168.000000 580.000000 -76.684196	0.000 345.000 90.000
weapon_zm_revolver	-360.510010 -1299.189941 99.315804	0.000 333.000 90.000
weapon_zm_revolver	-324.000000 -1376.000000 99.315804	0.000 74.000 90.000
weapon_zm_revolver	-138.934006 427.209015 306.247009	0.000 225.000 90.000
weapon_ttt_glock	1536.000000 636.000000 109.931999	0.000 0.000 90.000
weapon_ttt_glock	1536.000000 652.000000 109.931999	0.000 0.000 90.000
weapon_ttt_glock	-48.000000 442.000000 -46.000000	0.000 328.500 90.000
weapon_ttt_glock	1615.589966 -1367.010010 62.431702	0.000 24.500 90.000
weapon_ttt_glock	340.000000 338.000000 -43.818199	0.000 262.500 90.000
weapon_ttt_glock	2185.000000 -148.000000 161.000000	0.000 90.000 0.000
weapon_ttt_glock	1974.000000 -439.000000 161.000000	0.000 0.000 0.000
weapon_ttt_glock	-716.000000 -408.000000 161.932007	0.000 270.000 90.000
weapon_zm_pistol	-800.000000 -432.000000 109.723000	0.000 54.000 90.000
weapon_zm_pistol	-807.789978 -439.483002 109.723000	0.000 122.000 90.000
weapon_zm_pistol	-1248.959961 -652.315979 105.723000	0.000 340.500 90.000
weapon_zm_pistol	1422.109985 484.632996 93.723198	0.000 280.000 90.000
weapon_zm_pistol	1437.000000 490.647003 93.723198	0.000 208.500 90.000
weapon_zm_pistol	1813.630005 612.489014 225.973007	0.000 53.000 90.000
weapon_zm_pistol	-11.416300 444.747986 -46.000000	0.000 21.500 90.000
weapon_zm_pistol	-16.000000 612.000000 285.722992	0.000 319.000 90.000
weapon_zm_pistol	-44.000000 598.000000 285.722992	0.000 31.000 90.000
weapon_zm_pistol	22.065399 594.000000 426.915985	0.000 32.000 90.000
weapon_zm_pistol	178.000000 688.000000 385.722992	0.000 26.000 90.000
weapon_zm_pistol	176.000000 704.000000 385.722992	0.000 279.500 90.000
weapon_zm_pistol	1942.000000 -412.000000 142.000000	0.000 38.000 90.000
weapon_zm_pistol	1930.000000 -394.000000 142.000000	0.000 301.500 90.000
weapon_zm_pistol	362.000000 328.000000 -43.818199	0.000 37.500 90.000
weapon_zm_pistol	2185.000000 -148.000000 171.000000	0.000 90.000 0.000
weapon_zm_pistol	1974.000000 -439.000000 171.000000	0.000 0.000 0.000
weapon_zm_pistol	-716.000000 -424.000000 161.932007	0.000 270.000 90.000
